x1[u meter],x2[u meter],A,alfa,D,D.C,frequency[Hz],velocity[cm\s]
0.4,0.3,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.4,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.5,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.6,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.7,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.8,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.9,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.1,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.2,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.3,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.4,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.5,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,0
0.5,0.6,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.7,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.8,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.9,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.1,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.2,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.3,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.4,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.5,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.6,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.7,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.8,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.9,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.1,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.2,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.3,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.4,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.5,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.6,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.7,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.8,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.9,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.8,0.1,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,-0.058754735
0.8,0.2,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.8,0.3,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.8,0.4,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,-0.285981671
0.8,0.5,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,-0.41178835
0.8,0.6,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,-0.572253037
0.8,0.7,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,-0.637361579
0.8,0.8,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,-0.559359231
0.8,0.9,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.9,0.1,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,-0.398781151
0.9,0.2,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,-0.450753347
0.9,0.3,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,-0.598317875
0.9,0.4,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,-0.814354125
0.9,0.5,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,-1.016430447
0.9,0.6,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,-1.357726528
0.9,0.7,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,-1.39685882
0.9,0.8,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,-1.352088743
0.9,0.9,0.5,-0.666666667,{'10^-5': 2e-05},0.7,200000,-1.111527994
0.1,0.1,0.5,-1,{'10^-5': 2e-05},0.7,200000,0.876393199
0.1,0.2,0.5,-1,{'10^-5': 2e-05},0.7,200000,1.344674003
0.1,0.3,0.5,-1,{'10^-5': 2e-05},0.7,200000,1.44739733
0.1,0.4,0.5,-1,{'10^-5': 2e-05},0.7,200000,1.353774739
0.1,0.5,0.5,-1,{'10^-5': 2e-05},0.7,200000,1.239378315
0.1,0.6,0.5,-1,{'10^-5': 2e-05},0.7,200000,0.985528881
0.1,0.7,0.5,-1,{'10^-5': 2e-05},0.7,200000,0.858760528
0.1,0.8,0.5,-1,{'10^-5': 2e-05},0.7,200000,0.717394901
0.1,0.9,0.5,-1,{'10^-5': 2e-05},0.7,200000,0.686601375
0.2,0.1,0.5,-1,{'10^-5': 2e-05},0.7,200000,0.234350014
0.2,0.2,0.5,-1,{'10^-5': 2e-05},0.7,200000,0.758460308
0.2,0.3,0.5,-1,{'10^-5': 2e-05},0.7,200000,1.039464612
0.2,0.4,0.5,-1,{'10^-5': 2e-05},0.7,200000,1.007590662
0.2,0.5,0.5,-1,{'10^-5': 2e-05},0.7,200000,0.84595093
0.2,0.6,0.5,-1,{'10^-5': 2e-05},0.7,200000,0.585152095
0.2,0.7,0.5,-1,{'10^-5': 2e-05},0.7,200000,0.428566064
0.2,0.8,0.5,-1,{'10^-5': 2e-05},0.7,200000,0.341702922
0.2,0.9,0.5,-1,{'10^-5': 2e-05},0.7,200000,0.274319845
0.3,0.1,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.2,0.5,-1,{'10^-5': 2e-05},0.7,200000,0.216165373
0.3,0.3,0.5,-1,{'10^-5': 2e-05},0.7,200000,0.40265292
0.3,0.4,0.5,-1,{'10^-5': 2e-05},0.7,200000,0.505651277
0.3,0.5,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.6,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.7,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.8,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.9,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.1,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.2,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.3,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.4,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.5,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.6,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.7,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.8,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.9,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.1,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.2,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.3,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.4,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.5,0.5,-1,{'10^-5': 2e-05},0.7,200000,0
0.5,0.6,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.7,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.8,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.9,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.1,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.2,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.3,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.4,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.5,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.6,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.7,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.8,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.9,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.1,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.2,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.3,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.4,0.5,-1,{'10^-5': 2e-05},0.7,200000,-0.235848262
0.7,0.5,0.5,-1,{'10^-5': 2e-05},0.7,200000,-0.374537923
0.7,0.6,0.5,-1,{'10^-5': 2e-05},0.7,200000,-0.475762992
0.7,0.7,0.5,-1,{'10^-5': 2e-05},0.7,200000,-0.377458665
0.7,0.8,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.9,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.8,0.1,0.5,-1,{'10^-5': 2e-05},0.7,200000,-0.248286289
0.8,0.2,0.5,-1,{'10^-5': 2e-05},0.7,200000,-0.33922847
0.8,0.3,0.5,-1,{'10^-5': 2e-05},0.7,200000,-0.4303928
0.8,0.4,0.5,-1,{'10^-5': 2e-05},0.7,200000,-0.610077034
0.8,0.5,0.5,-1,{'10^-5': 2e-05},0.7,200000,-0.813519624
0.8,0.6,0.5,-1,{'10^-5': 2e-05},0.7,200000,-1.017491926
0.8,0.7,0.5,-1,{'10^-5': 2e-05},0.7,200000,-1.039300985
0.8,0.8,0.5,-1,{'10^-5': 2e-05},0.7,200000,-0.662727031
0.8,0.9,0.5,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.9,0.1,0.5,-1,{'10^-5': 2e-05},0.7,200000,-0.681850957
0.9,0.2,0.5,-1,{'10^-5': 2e-05},0.7,200000,-0.710475616
0.9,0.3,0.5,-1,{'10^-5': 2e-05},0.7,200000,-0.802030122
0.9,0.4,0.5,-1,{'10^-5': 2e-05},0.7,200000,-0.964980405
0.9,0.5,0.5,-1,{'10^-5': 2e-05},0.7,200000,-1.210418874
0.9,0.6,0.5,-1,{'10^-5': 2e-05},0.7,200000,-1.39696972
0.9,0.7,0.5,-1,{'10^-5': 2e-05},0.7,200000,-1.480601606
0.9,0.8,0.5,-1,{'10^-5': 2e-05},0.7,200000,-1.306346656
0.9,0.9,0.5,-1,{'10^-5': 2e-05},0.7,200000,-0.893700439
0.1,0.1,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,1.676271279
0.1,0.2,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,2.203969422
0.1,0.3,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,2.089889235
0.1,0.4,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,1.675059487
0.1,0.5,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,1.433603739
0.1,0.6,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,1.074720699
0.1,0.7,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,0.823532576
0.1,0.8,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,0.608055691
0.1,0.9,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,0.458452222
0.2,0.1,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,0.347765159
0.2,0.2,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,0.716545711
0.2,0.3,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,0.7756604
0.2,0.4,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,0.60920182
0.2,0.5,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,0.412508041
0.2,0.6,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,0.250962982
0.2,0.7,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.2,0.8,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.2,0.9,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.1,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.2,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.3,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.4,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.5,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.6,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.7,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.8,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.9,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.1,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.2,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.3,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.4,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.5,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.6,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.7,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.8,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.9,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.1,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.2,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.3,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.4,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.5,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,0
0.5,0.6,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.7,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.8,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.9,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.1,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.2,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.3,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.4,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.5,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.6,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.7,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.8,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.9,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.1,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.2,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.3,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.4,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.5,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.6,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.7,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.8,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.9,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.8,0.1,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.8,0.2,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.8,0.3,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,-0.139066673
0.8,0.4,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,unstable
0.8,0.5,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,-0.417911572
0.8,0.6,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,-0.60819575
0.8,0.7,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,-0.855887723
0.8,0.8,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,-0.684018258
0.8,0.9,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,-0.308105281
0.9,0.1,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,-0.476928328
0.9,0.2,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,-0.594243294
0.9,0.3,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,-0.845575899
0.9,0.4,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,-1.048904144
0.9,0.5,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,-1.446496301
0.9,0.6,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,-1.763906851
0.9,0.7,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,-2.057962322
0.9,0.8,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,-2.185876219
0.9,0.9,1,-0.333333333,{'10^-5': 2e-05},0.7,200000,-1.714296553
0.1,0.1,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,1.509050956
0.1,0.2,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,2.1601942
0.1,0.3,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,2.468572128
0.1,0.4,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,2.409457653
0.1,0.5,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,2.125778582
0.1,0.6,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,1.944305385
0.1,0.7,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,1.630696345
0.1,0.8,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,1.467659736
0.1,0.9,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,1.269596444
0.2,0.1,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.2,0.2,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,1.198566532
0.2,0.3,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,2.007988876
0.2,0.4,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,2.079129626
0.2,0.5,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,1.824458707
0.2,0.6,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,1.392784743
0.2,0.7,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,1.125825192
0.2,0.8,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,0.744903741
0.2,0.9,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,0.643415579
0.3,0.1,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.2,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.3,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,0.512938769
0.3,0.4,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,0.837110055
0.3,0.5,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,0.580324215
0.3,0.6,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.7,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.8,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.9,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.1,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.2,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.3,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.4,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.5,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.6,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.7,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.8,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.9,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.1,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.2,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.3,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.4,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.5,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,0
0.5,0.6,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.7,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.8,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.9,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.1,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.2,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.3,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.4,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.5,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.6,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.7,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.8,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.6,0.9,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.1,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.2,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.3,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.4,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-0.47876164
0.7,0.5,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-0.591051996
0.7,0.6,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-0.80954361
0.7,0.7,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-0.538926585
0.7,0.8,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.7,0.9,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,unstable
0.8,0.1,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-0.532402965
0.8,0.2,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-0.782166091
0.8,0.3,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-1.097857489
0.8,0.4,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-1.457957042
0.8,0.5,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-1.879606144
0.8,0.6,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-2.158672957
0.8,0.7,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-2.036902596
0.8,0.8,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-1.209046193
0.8,0.9,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-0.331602156
0.9,0.1,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-1.228315878
0.9,0.2,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-1.418027318
0.9,0.3,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-1.667469715
0.9,0.4,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-1.866914509
0.9,0.5,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-2.154700909
0.9,0.6,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-2.421971988
0.9,0.7,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-2.454729905
0.9,0.8,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-2.270670377
0.9,0.9,1,-0.666666667,{'10^-5': 2e-05},0.7,200000,-1.519563924
0.1,0.1,1,-1,{'10^-5': 2e-05},0.7,200000,1.257182172
0.1,0.2,1,-1,{'10^-5': 2e-05},0.7,200000,1.956134463
0.1,0.3,1,-1,{'10^-5': 2e-05},0.7,200000,2.245763372
0.1,0.4,1,-1,{'10^-5': 2e-05},0.7,200000,2.393859622
0.1,0.5,1,-1,{'10^-5': 2e-05},0.7,200000,2.279530965
0.1,0.6,1,-1,{'10^-5': 2e-05},0.7,200000,2.34238104
0.1,0.7,1,-1,{'10^-5': 2e-05},0.7,200000,2.200754037
0.1,0.8,1,-1,{'10^-5': 2e-05},0.7,200000,2.228234795
0.1,0.9,1,-1,{'10^-5': 2e-05},0.7,200000,1.887315094
0.2,0.1,1,-1,{'10^-5': 2e-05},0.7,200000,0.345358128
0.2,0.2,1,-1,{'10^-5': 2e-05},0.7,200000,1.292741865
0.2,0.3,1,-1,{'10^-5': 2e-05},0.7,200000,2.361148823
0.2,0.4,1,-1,{'10^-5': 2e-05},0.7,200000,2.714160749
0.2,0.5,1,-1,{'10^-5': 2e-05},0.7,200000,2.713819066
0.2,0.6,1,-1,{'10^-5': 2e-05},0.7,200000,2.570256759
0.2,0.7,1,-1,{'10^-5': 2e-05},0.7,200000,2.296117639
0.2,0.8,1,-1,{'10^-5': 2e-05},0.7,200000,1.954490693
0.2,0.9,1,-1,{'10^-5': 2e-05},0.7,200000,1.649205042
0.3,0.1,1,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.2,1,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.3,0.3,1,-1,{'10^-5': 2e-05},0.7,200000,1.0483499
0.3,0.4,1,-1,{'10^-5': 2e-05},0.7,200000,1.951697391
0.3,0.5,1,-1,{'10^-5': 2e-05},0.7,200000,2.115167688
0.3,0.6,1,-1,{'10^-5': 2e-05},0.7,200000,1.958110122
0.3,0.7,1,-1,{'10^-5': 2e-05},0.7,200000,1.390271922
0.3,0.8,1,-1,{'10^-5': 2e-05},0.7,200000,1.017169435
0.3,0.9,1,-1,{'10^-5': 2e-05},0.7,200000,0.655153196
0.4,0.1,1,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.2,1,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.3,1,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.4,1,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.5,1,-1,{'10^-5': 2e-05},0.7,200000,0.688734279
0.4,0.6,1,-1,{'10^-5': 2e-05},0.7,200000,0.685735694
0.4,0.7,1,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.8,1,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.4,0.9,1,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.1,1,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.2,1,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.3,1,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.4,1,-1,{'10^-5': 2e-05},0.7,200000,unstable
0.5,0.5,1,-1,{'10^-5': 2e-05},0.7,200000,0
