x1[u meter],x2[u meter],A,alfa,D,D.C,frequency[Hz],velocity[cm\s]
0.2,0.7,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.028051795
0.2,0.8,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.042342295
0.2,0.9,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.310036413
0.3,0.1,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.953796828
0.3,0.2,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.601993175
0.3,0.3,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.181072339
0.3,0.4,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.050339549
0.3,0.5,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.034680671
0.3,0.6,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.041202606
0.3,0.7,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.007233603
0.3,0.8,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.098125039
0.3,0.9,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.400588551
0.4,0.1,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.871321469
0.4,0.2,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.562994865
0.4,0.3,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.169264717
0.4,0.4,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.02646928
0.4,0.5,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.032576536
0.4,0.6,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.020854015
0.4,0.7,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.025228637
0.4,0.8,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.172422624
0.4,0.9,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.505676545
0.5,0.1,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.708455654
0.5,0.2,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.328289851
0.5,0.3,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.102730946
0.5,0.4,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.015350104
0.5,0.5,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0
0.5,0.6,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.006316659
0.5,0.7,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.10826928
0.5,0.8,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.327041691
0.5,0.9,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.739839081
0.6,0.1,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.52398137
0.6,0.2,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.208959693
0.6,0.3,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.032618631
0.6,0.4,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.003775605
0.6,0.5,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.041769168
0.6,0.6,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.053396145
0.6,0.7,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.173850369
0.6,0.8,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.533202161
0.6,0.9,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.907397702
0.7,0.1,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.381610602
0.7,0.2,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.085255804
0.7,0.3,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.020362727
0.7,0.4,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.044282694
0.7,0.5,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.05277079
0.7,0.6,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.050284941
0.7,0.7,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.182429982
0.7,0.8,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.622308752
0.7,0.9,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.988848256
0.8,0.1,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.286109756
0.8,0.2,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.056114803
0.8,0.3,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.042672461
0.8,0.4,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.040054273
0.8,0.5,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.026266573
0.8,0.6,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.045006699
0.8,0.7,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.116400403
0.8,0.8,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.445377094
0.8,0.9,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.908122943
0.9,0.1,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.353039143
0.9,0.2,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,-0.04085548
0.9,0.3,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.016625296
0.9,0.4,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.05607543
0.9,0.5,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.043480655
0.9,0.6,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.051139775
0.9,0.7,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.035638501
0.9,0.8,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.140216416
0.9,0.9,0.5,-1,{'10^-5': 1.2e-05},0.35,200000,0.564083538
0.1,0.1,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,0.552121688
0.1,0.2,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,0.870484278
0.1,0.3,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,0.88265767
0.1,0.4,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,0.802842077
0.1,0.5,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,0.702820385
0.1,0.6,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,0.490730879
0.1,0.7,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,0.415986996
0.1,0.8,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,0.423046278
0.1,0.9,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,0.500904852
0.2,0.1,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.2,0.2,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,0.44526506
0.2,0.3,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,0.631860388
0.2,0.4,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,0.661771197
0.2,0.5,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,0.486126524
0.2,0.6,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,0.297124556
0.2,0.7,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.2,0.8,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,0.148527989
0.2,0.9,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.3,0.1,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.3,0.2,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.3,0.3,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.3,0.4,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,0.333195772
0.3,0.5,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,0.267874677
0.3,0.6,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.3,0.7,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.3,0.8,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.3,0.9,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.4,0.1,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.4,0.2,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.4,0.3,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.4,0.4,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.4,0.5,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.4,0.6,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.4,0.7,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.4,0.8,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.4,0.9,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.5,0.1,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.5,0.2,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.5,0.3,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.5,0.4,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.5,0.5,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,0
0.5,0.6,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.5,0.7,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.5,0.8,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.5,0.9,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.6,0.1,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.6,0.2,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.6,0.3,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.6,0.4,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.6,0.5,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.6,0.6,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.6,0.7,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.6,0.8,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.6,0.9,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.7,0.1,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.7,0.2,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.7,0.3,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.7,0.4,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.7,0.5,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.7,0.6,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,-0.377517672
0.7,0.7,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.7,0.8,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.7,0.9,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.8,0.1,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,unstable
0.8,0.2,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,-0.140793683
0.8,0.3,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,-0.171042786
0.8,0.4,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,-0.314943812
0.8,0.5,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,-0.49469517
0.8,0.6,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,-0.658867678
0.8,0.7,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,-0.622170881
0.8,0.8,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,-0.448258017
0.8,0.9,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,-0.176126487
0.9,0.1,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,-0.487243456
0.9,0.2,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,-0.430994065
0.9,0.3,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,-0.452146945
0.9,0.4,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,-0.538981129
0.9,0.5,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,-0.68115678
0.9,0.6,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,-0.859509994
0.9,0.7,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,-0.928925387
0.9,0.8,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,-0.848375423
0.9,0.9,1,-0.333333333,{'10^-5': 1.2e-05},0.35,200000,-0.57211792
0.1,0.1,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.409694645
0.1,0.2,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.09354005
0.1,0.3,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.018786753
0.1,0.4,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.034930958
0.1,0.5,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.054653442
0.1,0.6,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.021629462
0.1,0.7,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.128727712
0.1,0.8,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.512523779
0.1,0.9,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.947577207
0.2,0.1,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.757116843
0.2,0.2,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.544323769
0.2,0.3,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.070035288
0.2,0.4,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.001586792
0.2,0.5,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.013302115
0.2,0.6,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.04181887
0.2,0.7,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.209817939
0.2,0.8,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.552680543
0.2,0.9,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.887819691
0.3,0.1,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.819464933
0.3,0.2,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.827614774
0.3,0.3,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.338045681
0.3,0.4,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.012793508
0.3,0.5,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.074154168
0.3,0.6,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.108687818
0.3,0.7,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.297169272
0.3,0.8,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.582611677
0.3,0.9,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.765217744
0.4,0.1,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.747914366
0.4,0.2,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.845583778
0.4,0.3,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.679148434
0.4,0.4,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.190317039
0.4,0.5,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.101357009
0.4,0.6,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.205437245
0.4,0.7,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.414429366
0.4,0.8,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.593330781
0.4,0.9,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.612263242
0.5,0.1,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.607790847
0.5,0.2,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.744608379
0.5,0.3,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.630234884
0.5,0.4,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.302161148
0.5,0.5,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0
0.5,0.6,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.305650136
0.5,0.7,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.566063049
0.5,0.8,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.678234575
0.5,0.9,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.630306229
0.6,0.1,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.634791384
0.6,0.2,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.622590959
0.6,0.3,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.409504888
0.6,0.4,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.19303928
0.6,0.5,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.076788789
0.6,0.6,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.162238118
0.6,0.7,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.670186443
0.6,0.8,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.886356264
0.6,0.9,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.786717453
0.7,0.1,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.765233935
0.7,0.2,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.542143486
0.7,0.3,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.302569666
0.7,0.4,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.114987992
0.7,0.5,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.066381241
0.7,0.6,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.017137133
0.7,0.7,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.346242509
0.7,0.8,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.823840507
0.7,0.9,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.827453549
0.8,0.1,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.875167266
0.8,0.2,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.479945095
0.8,0.3,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.200384376
0.8,0.4,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.028990934
0.8,0.5,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.01705105
0.8,0.6,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.008004697
0.8,0.7,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.08125372
0.8,0.8,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.4967533
0.8,0.9,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.761424862
0.9,0.1,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.95632717
0.9,0.2,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.526892711
0.9,0.3,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,-0.112654181
0.9,0.4,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.033609646
0.9,0.5,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.060899521
0.9,0.6,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.04903204
0.9,0.7,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.032063494
0.9,0.8,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.090299933
0.9,0.9,1,-0.666666667,{'10^-5': 1.2e-05},0.35,200000,0.389219149
0.1,0.1,1,-1,{'10^-5': 1.2e-05},0.35,200000,-1.096238675
0.1,0.2,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.201753746
0.1,0.3,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.075588548
0.1,0.4,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.091630103
0.1,0.5,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.109256805
0.1,0.6,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.113939309
0.1,0.7,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.037501964
0.1,0.8,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.547631769
0.1,0.9,1,-1,{'10^-5': 1.2e-05},0.35,200000,1.379970034
0.2,0.1,1,-1,{'10^-5': 1.2e-05},0.35,200000,-1.978936832
0.2,0.2,1,-1,{'10^-5': 1.2e-05},0.35,200000,-1.226030325
0.2,0.3,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.152407255
0.2,0.4,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.075560318
0.2,0.5,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.101368099
0.2,0.6,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.094313851
0.2,0.7,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.132911332
0.2,0.8,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.886179733
0.2,0.9,1,-1,{'10^-5': 1.2e-05},0.35,200000,1.653487773
0.3,0.1,1,-1,{'10^-5': 1.2e-05},0.35,200000,-2.303639976
0.3,0.2,1,-1,{'10^-5': 1.2e-05},0.35,200000,-1.9636412
0.3,0.3,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.587645864
0.3,0.4,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.088962292
0.3,0.5,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.075954773
0.3,0.6,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.044773576
0.3,0.7,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.294231123
0.3,0.8,1,-1,{'10^-5': 1.2e-05},0.35,200000,1.201483183
0.3,0.9,1,-1,{'10^-5': 1.2e-05},0.35,200000,1.87696728
0.4,0.1,1,-1,{'10^-5': 1.2e-05},0.35,200000,-2.390739997
0.4,0.2,1,-1,{'10^-5': 1.2e-05},0.35,200000,-2.25593446
0.4,0.3,1,-1,{'10^-5': 1.2e-05},0.35,200000,-1.048666623
0.4,0.4,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.151663714
0.4,0.5,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.057999164
0.4,0.6,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.028941334
0.4,0.7,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.501516624
0.4,0.8,1,-1,{'10^-5': 1.2e-05},0.35,200000,1.624246394
0.4,0.9,1,-1,{'10^-5': 1.2e-05},0.35,200000,2.102533358
0.5,0.1,1,-1,{'10^-5': 1.2e-05},0.35,200000,-2.33914256
0.5,0.2,1,-1,{'10^-5': 1.2e-05},0.35,200000,-2.065627509
0.5,0.3,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.879413144
0.5,0.4,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.151956903
0.5,0.5,1,-1,{'10^-5': 1.2e-05},0.35,200000,0
0.5,0.6,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.159567036
0.5,0.7,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.894700148
0.5,0.8,1,-1,{'10^-5': 1.2e-05},0.35,200000,2.024570772
0.5,0.9,1,-1,{'10^-5': 1.2e-05},0.35,200000,2.291311558
0.6,0.1,1,-1,{'10^-5': 1.2e-05},0.35,200000,-2.070424906
0.6,0.2,1,-1,{'10^-5': 1.2e-05},0.35,200000,-1.673610506
0.6,0.3,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.467353436
0.6,0.4,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.025746658
0.6,0.5,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.059853456
0.6,0.6,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.148341925
0.6,0.7,1,-1,{'10^-5': 1.2e-05},0.35,200000,1.050343233
0.6,0.8,1,-1,{'10^-5': 1.2e-05},0.35,200000,2.235055216
0.6,0.9,1,-1,{'10^-5': 1.2e-05},0.35,200000,2.403758761
0.7,0.1,1,-1,{'10^-5': 1.2e-05},0.35,200000,-1.900953234
0.7,0.2,1,-1,{'10^-5': 1.2e-05},0.35,200000,-1.241713786
0.7,0.3,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.290673268
0.7,0.4,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.026810303
0.7,0.5,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.087432732
0.7,0.6,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.080334834
0.7,0.7,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.591369953
0.7,0.8,1,-1,{'10^-5': 1.2e-05},0.35,200000,1.973900783
0.7,0.9,1,-1,{'10^-5': 1.2e-05},0.35,200000,2.284015851
0.8,0.1,1,-1,{'10^-5': 1.2e-05},0.35,200000,-1.638106203
0.8,0.2,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.887056749
0.8,0.3,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.102150858
0.8,0.4,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.074965443
0.8,0.5,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.090117718
0.8,0.6,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.089256304
0.8,0.7,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.153318305
0.8,0.8,1,-1,{'10^-5': 1.2e-05},0.35,200000,1.227586856
0.8,0.9,1,-1,{'10^-5': 1.2e-05},0.35,200000,1.918902976
0.9,0.1,1,-1,{'10^-5': 1.2e-05},0.35,200000,-1.349557009
0.9,0.2,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.622666775
0.9,0.3,1,-1,{'10^-5': 1.2e-05},0.35,200000,-0.011275787
0.9,0.4,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.0949618
0.9,0.5,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.095070087
0.9,0.6,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.075476615
0.9,0.7,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.067996059
0.9,0.8,1,-1,{'10^-5': 1.2e-05},0.35,200000,0.189773546
0.9,0.9,1,-1,{'10^-5': 1.2e-05},0.35,200000,1.117724785
0.1,0.1,0.5,-0.333333333,{'10^-5': 1.2e-05},0.35,100000,0.335933654
0.1,0.2,0.5,-0.333333333,{'10^-5': 1.2e-05},0.35,100000,0.425930241
0.1,0.3,0.5,-0.333333333,{'10^-5': 1.2e-05},0.35,100000,0.446793005
0.1,0.4,0.5,-0.333333333,{'10^-5': 1.2e-05},0.35,100000,0.448415514
0.1,0.5,0.5,-0.333333333,{'10^-5': 1.2e-05},0.35,100000,0.431886676
0.1,0.6,0.5,-0.333333333,{'10^-5': 1.2e-05},0.35,100000,0.368016363
0.1,0.7,0.5,-0.333333333,{'10^-5': 1.2e-05},0.35,100000,0.300905812
0.1,0.8,0.5,-0.333333333,{'10^-5': 1.2e-05},0.35,100000,0.268661858
0.1,0.9,0.5,-0.333333333,{'10^-5': 1.2e-05},0.35,100000,0.269073212
0.2,0.1,0.5,-0.333333333,{'10^-5': 1.2e-05},0.35,100000,unstable
